time,value
0.18653846153846154,15799
0.18846153846153846,19307
0.19038461538461537,26368
0.19230769230769232,27245
0.19423076923076923,25719
0.19615384615384615,30033
0.19807692307692307,32929
0.2,23275
0.20192307692307693,9398
0.20384615384615384,6107
0.20576923076923076,17559
0.2076923076923077,34964
0.20961538461538462,41041
0.21153846153846154,26502
0.21346153846153845,2957
0.2153846153846154,-7831
0.2173076923076923,408
0.21923076923076923,14463
0.22115384615384615,16248
0.2230769230769231,586
0.225,-19577
0.22692307692307692,-28621
0.22884615384615384,-21358
0.23076923076923078,-3711
0.2326923076923077,12370
0.23461538461538461,16544
0.23653846153846153,9434
0.23846153846153847,332
0.2403846153846154,-4936
0.2423076923076923,-7485
0.24423076923076922,-9135
0.24615384615384617,-12815
0.24807692307692308,-19027
0.25,-15206
0.2519230769230769,1662
0.25384615384615383,13935
0.25576923076923075,19447
0.25769230769230766,25981
0.25961538461538464,21795
0.26153846153846155,4680
0.26346153846153847,-8825
0.2653846153846154,-13437
0.2673076923076923,-14278
0.2692307692307692,-18001
0.27115384615384613,-23547
0.27307692307692305,-25145
0.275,-23861
0.27692307692307694,-20302
0.27884615384615385,-14535
0.28076923076923077,-8663
0.2826923076923077,-665
0.2846153846153846,6880
0.2865384615384615,1688
0.28846153846153844,-13154
0.2903846153846154,-22038
0.2923076923076923,-25946
0.29423076923076924,-33615
0.29615384615384616,-38915
0.2980769230769231,-31878
0.3,-20071
0.3019230769230769,-14328
0.3038461538461538,-14109
0.3057692307692308,-12787
0.3076923076923077,-6630
0.3096153846153846,-6634
0.31153846153846154,-20689
0.31346153846153846,-34109
0.3153846153846154,-39745
0.3173076923076923,-43271
0.3192307692307692,-36360
0.3211538461538462,-18761
0.3230769230769231,-5789
0.325,-121
0.3269230769230769,1298
0.32884615384615384,-3768
0.33076923076923076,-12496
0.3326923076923077,-18833
0.3346153846153846,-20124
0.33653846153846156,-16828
0.3384615384615385,-11973
0.3403846153846154,-5452
0.3423076923076923,3196
0.34423076923076923,9633
0.34615384615384615,14623
0.34807692307692306,23822
0.35,34478
0.35192307692307695,39009
0.35384615384615387,36367
0.3557692307692308,34788
0.3576923076923077,38987
0.3596153846153846,40689
0.36153846153846153,41028
0.36346153846153845,48892
0.36538461538461536,62863
0.36730769230769234,78690
0.36923076923076925,83605
0.37115384615384617,73426
0.3730769230769231,68996
0.375,73098
0.3769230769230769,63785
0.37884615384615383,39280
0.38076923076923075,21194
0.38269230769230766,17613
0.38461538461538464,16124
0.38653846153846155,8114
0.38846153846153847,2569
0.3903846153846154,13714
0.3923076923076923,33455
0.3942307692307692,38045
0.39615384615384613,19830
0.39807692307692305,-5577
0.4,-23503
0.40192307692307694,-37519
0.40384615384615385,-53140
0.40576923076923077,-60755
0.4076923076923077,-46057
0.4096153846153846,-20042
0.4115384615384615,-10684
0.41346153846153844,-19017
0.4153846153846154,-26401
0.4173076923076923,-23690
0.41923076923076924,-11855
0.42115384615384616,-400
0.4230769230769231,734
0.425,-7261
0.4269230769230769,-19850
0.4288461538461538,-35103
0.4307692307692308,-44240
0.4326923076923077,-38186
0.4346153846153846,-24556
0.43653846153846154,-16050
0.43846153846153846,-13053
0.4403846153846154,-13371
0.4423076923076923,-19225
0.4442307692307692,-33157
0.4461538461538462,-53156
0.4480769230769231,-66653
0.45,-53578
0.4519230769230769,-9940
0.45384615384615384,35973
0.45576923076923076,64774
0.4576923076923077,90555
0.4596153846153846,129230
0.46153846153846156,188501
0.4634615384615385,270351
0.4653846153846154,357575
0.4673076923076923,420902
0.46923076923076923,447706
0.47115384615384615,449054
0.47307692307692306,436597
0.475,403053
0.47692307692307695,340485
0.47884615384615387,265061
0.4807692307692308,189933
0.4826923076923077,98901
0.4846153846153846,-16389
0.48653846153846153,-130498
0.48846153846153845,-212662
0.49038461538461536,-259153
0.49230769230769234,-288849
0.49423076923076925,-307397
0.49615384615384617,-304036
0.4980769230769231,-274163
0.5,-226498
0.5019230769230769,-185081
0.5038461538461538,-160864
0.5057692307692307,-140339
0.5076923076923077,-120365
0.5096153846153846,-108134
0.5115384615384615,-106034
0.5134615384615384,-110460
0.5153846153846153,-107053
0.5173076923076924,-93722
0.5192307692307693,-79702
0.5211538461538462,-60441
0.5230769230769231,-47573
0.525,-55852
0.5269230769230769,-63421
0.5288461538461539,-57174
0.5307692307692308,-53449
0.5326923076923077,-56732
0.5346153846153846,-57901
0.5365384615384615,-56902
0.5384615384615384,-56391
0.5403846153846154,-60570
0.5423076923076923,-72699
0.5442307692307692,-78202
0.5461538461538461,-66338
0.5480769230769231,-55740
0.55,-58221
0.551923076923077,-59840
0.5538461538461539,-54145
0.5557692307692308,-46546
0.5576923076923077,-39687
0.5596153846153846,-39103
0.5615384615384615,-52330
0.5634615384615385,-66665
0.5653846153846154,-64133
0.5673076923076923,-47354
0.5692307692307692,-30559
0.5711538461538461,-28424
0.573076923076923,-40570
0.575,-55297
0.5769230769230769,-65081
0.5788461538461539,-70621
0.5807692307692308,-68589
0.5826923076923077,-56740
0.5846153846153846,-48570
0.5865384615384616,-45462
0.5884615384615385,-40441
0.5903846153846154,-37853
0.5923076923076923,-36519
0.5942307692307692,-33516
0.5961538461538461,-34810
0.5980769230769231,-42759
0.6,-50186
0.6019230769230769,-50760
0.6038461538461538,-49037
0.6057692307692307,-49728
0.6076923076923076,-48883
0.6096153846153847,-49957
0.6115384615384616,-51557
0.6134615384615385,-42776
0.6153846153846154,-33689
0.6173076923076923,-37656
0.6192307692307693,-44214
0.6211538461538462,-41921
0.6230769230769231,-30236
0.625,-7018
0.6269230769230769,13167
0.6288461538461538,6943
0.6307692307692307,-16008
0.6326923076923077,-30490
0.6346153846153846,-31461
0.6365384615384615,-24873
0.6384615384615384,-11300
0.6403846153846153,5257
0.6423076923076924,16167
0.6442307692307693,18820
0.6461538461538462,17967
0.6480769230769231,13128
0.65,2501
0.6519230769230769,-1361
0.6538461538461539,13831
0.6557692307692308,39810
0.6576923076923077,44887
0.6596153846153846,18588
0.6615384615384615,-124
0.6634615384615384,14375
0.6653846153846154,40487
0.6673076923076923,57586
0.6692307692307692,64113
0.6711538461538461,58255
0.6730769230769231,53027
0.675,70536
0.676923076923077,95805
0.6788461538461539,100346
0.6807692307692308,85885
0.6826923076923077,67774
0.6846153846153846,68039
0.6865384615384615,96141
0.6884615384615385,126373
0.6903846153846154,139912
0.6923076923076923,148869
0.6942307692307692,158385
0.6961538461538461,161061
0.698076923076923,159225
0.7,155839
0.7019230769230769,149311
0.7038461538461539,140395
0.7057692307692308,135739
0.7076923076923077,143064
0.7096153846153846,151917
0.7115384615384616,148234
0.7134615384615385,140254
0.7153846153846154,139708
0.7173076923076923,145928
0.7192307692307692,149533
0.7211538461538461,142446
0.7230769230769231,126731
0.725,111006
0.7269230769230769,103167
0.7288461538461538,98438
0.7307692307692307,86647
0.7326923076923076,78365
0.7346153846153847,86934
0.7365384615384616,100091
0.7384615384615385,95716
0.7403846153846154,66115
0.7423076923076923,33389
0.7442307692307693,19862
0.7461538461538462,9988
0.7480769230769231,-8930
0.75,-24876
0.7519230769230769,-40951
0.7538461538461538,-62355
0.7557692307692307,-77440
0.7576923076923077,-86164
0.7596153846153846,-90623
0.7615384615384615,-87244
0.7634615384615384,-85576
0.7653846153846153,-93347
0.7673076923076924,-109510
0.7692307692307693,-130730
0.7711538461538462,-152252
0.7730769230769231,-168000
0.775,-170862
0.7769230769230769,-164848
0.7788461538461539,-156302
0.7807692307692308,-150234
0.7826923076923077,-160224
0.7846153846153846,-182084
0.7865384615384615,-195672
0.7884615384615384,-193246
0.7903846153846154,-184082
0.7923076923076923,-184349
0.7942307692307692,-196582
0.7961538461538461,-214130
0.7980769230769231,-227879
0.8,-222999
0.801923076923077,-201710
0.8038461538461539,-183540
0.8057692307692308,-175519
0.8076923076923077,-172161
0.8096153846153846,-169450
0.8115384615384615,-170767
0.8134615384615385,-175122
0.8153846153846154,-175698
0.8173076923076923,-175689
0.8192307692307692,-177939
0.8211538461538461,-175210
0.823076923076923,-166150
0.825,-163940
0.8269230769230769,-169627
0.8288461538461539,-166681
0.8307692307692308,-158036
0.8326923076923077,-157195
0.8346153846153846,-154832
0.8365384615384616,-142054
0.8384615384615385,-132297
0.8403846153846154,-134411
0.8423076923076923,-138545
0.8442307692307692,-136291
0.8461538461538461,-134839
0.8480769230769231,-139956
0.85,-139487
0.8519230769230769,-128630
0.8538461538461538,-118707
0.8557692307692307,-114500
0.8576923076923076,-118770
0.8596153846153847,-128088
0.8615384615384616,-127255
0.8634615384615385,-109127
0.8653846153846154,-86075
0.8673076923076923,-78843
0.8692307692307693,-85837
0.8711538461538462,-93640
0.8730769230769231,-104339
0.875,-114702
0.8769230769230769,-110912
0.8788461538461538,-94313
0.8807692307692307,-86442
0.8826923076923077,-98437
0.8846153846153846,-105393
0.8865384615384615,-92168
0.8884615384615384,-76152
0.8903846153846153,-63959
0.8923076923076924,-56723
0.8942307692307693,-56764
0.8961538461538462,-61306
0.8980769230769231,-69733
0.9,-69667
0.9019230769230769,-61052
0.9038461538461539,-63291
0.9057692307692308,-76446
0.9076923076923077,-83633
0.9096153846153846,-71712
0.9115384615384615,-40682
0.9134615384615384,-12372
0.9153846153846154,-9109
0.9173076923076923,-19211
0.9192307692307692,-26673
0.9211538461538461,-36389
0.9230769230769231,-45637
0.925,-42078
0.926923076923077,-28114
0.9288461538461539,-21168
0.9307692307692308,-31564
0.9326923076923077,-50235
0.9346153846153846,-60775
0.9365384615384615,-58702
0.9384615384615385,-48081
0.9403846153846154,-29795
0.9423076923076923,-6862
0.9442307692307692,9082
0.9461538461538461,6736
0.948076923076923,-11645
0.95,-27624
0.9519230769230769,-18216
0.9538461538461539,18686
0.9557692307692308,56014
0.9576923076923077,67565
0.9596153846153846,59855
0.9615384615384616,51923
0.9634615384615385,43408
0.9653846153846154,36763
0.9673076923076923,44894
0.9692307692307692,59681
0.9711538461538461,62660
0.9730769230769231,54072
0.975,40967
0.9769230769230769,29285
0.9788461538461538,32331
0.9807692307692307,55487
0.9826923076923076,84493
0.9846153846153847,105809
0.9865384615384616,115253
0.9884615384615385,110145
0.9903846153846154,92150
0.9923076923076923,71273
0.9942307692307693,60899
0.9961538461538462,59921
0.9980769230769231,58773
1.0,58729
1.001923076923077,59063
1.0038461538461538,53364
1.0057692307692307,49345
1.0076923076923077,60751
1.0096153846153846,88474
1.0115384615384615,117320
1.0134615384615384,126045
1.0153846153846153,113645
1.0173076923076922,98476
1.0192307692307692,88418
1.021153846153846,74415
1.023076923076923,57020
1.025,49641
1.0269230769230768,55033
1.0288461538461537,61020
1.0307692307692307,58173
1.0326923076923078,50916
1.0346153846153847,50344
1.0365384615384616,64682
1.0384615384615385,84379
1.0403846153846155,92897
1.0423076923076924,87652
1.0442307692307693,78103
1.0461538461538462,74712
1.0480769230769231,74181
1.05,71086
1.051923076923077,71492
1.0538461538461539,81232
1.0557692307692308,95848
1.0576923076923077,109198
1.0596153846153846,114774
1.0615384615384615,100521
1.0634615384615385,79653
1.0653846153846154,76596
1.0673076923076923,86082
1.0692307692307692,102397
1.0711538461538461,115996
1.073076923076923,108915
1.075,92214
1.0769230769230769,81987
1.0788461538461538,79454
1.0807692307692307,83523
1.0826923076923076,89768
1.0846153846153845,93918
1.0865384615384615,95326
1.0884615384615384,98385
1.0903846153846153,104135
1.0923076923076922,105846
1.0942307692307693,103788
1.0961538461538463,104732
1.0980769230769232,109358
1.1,111653
1.101923076923077,109456
1.103846153846154,107051
1.1057692307692308,105256
1.1076923076923078,105164
1.1096153846153847,102307
1.1115384615384616,91105
1.1134615384615385,83662
1.1153846153846154,82109
1.1173076923076923,73313
1.1192307692307693,62146
1.1211538461538462,63191
1.123076923076923,71993
1.125,75782
1.126923076923077,80409
1.1288461538461538,85965
1.1307692307692307,77031
1.1326923076923077,67171
1.1346153846153846,83344
1.1365384615384615,120940
1.1384615384615384,152634
1.1403846153846153,156005
1.1423076923076922,135074
1.1442307692307692,111219
1.146153846153846,96912
1.148076923076923,86913
1.15,77757
1.1519230769230768,79450
1.1538461538461537,85138
1.1557692307692307,83402
1.1576923076923078,82205
1.1596153846153847,90762
1.1615384615384616,107330
1.1634615384615385,114253
1.1653846153846155,108795
1.1673076923076924,107961
1.1692307692307693,113670
1.1711538461538462,121303
1.1730769230769231,127237
1.175,127889
1.176923076923077,126492
1.1788461538461539,123644
1.1807692307692308,116444
1.1826923076923077,108105
1.1846153846153846,109067
1.1865384615384615,113658
1.1884615384615385,105075
1.1903846153846154,92386
1.1923076923076923,85173
1.1942307692307692,74661
1.1961538461538461,62283
1.198076923076923,55597
1.2,53429
1.2019230769230769,53935
1.2038461538461538,57893
1.2057692307692307,61756
1.2076923076923076,57412
1.2096153846153845,44700
1.2115384615384615,30079
1.2134615384615384,13767
1.2153846153846153,-1454
1.2173076923076922,-9911
1.2192307692307693,-9924
1.2211538461538463,-4741
1.2230769230769232,-1790
1.225,-2674
1.226923076923077,-6084
1.228846153846154,-11743
1.2307692307692308,-17051
1.2326923076923078,-18383
1.2346153846153847,-13166
1.2365384615384616,-4619
1.2384615384615385,-2720
1.2403846153846154,-10992
1.2423076923076923,-16876
1.2442307692307693,-10387
1.2461538461538462,-3177
1.248076923076923,-8097
1.25,-19584
1.251923076923077,-21207
1.2538461538461538,-11386
1.2557692307692307,-15051
1.2576923076923077,-35473
1.2596153846153846,-43395
1.2615384615384615,-32603
1.2634615384615384,-24918
1.2653846153846153,-25411
1.2673076923076922,-16172
1.2692307692307692,12968
1.271153846153846,55479
1.273076923076923,93328
1.275,119851
1.2769230769230768,154685
1.2788461538461537,214350
1.2807692307692307,296033
1.2826923076923078,382756
1.2846153846153847,452925
1.2865384615384616,489157
1.2884615384615385,482790
1.2903846153846155,444916
1.2923076923076924,394809
1.2942307692307693,332470
1.2961538461538462,250870
1.2980769230769231,148405
1.3,24738
1.301923076923077,-103113
1.3038461538461539,-212066
1.3057692307692308,-288249
1.3076923076923077,-317199
1.3096153846153846,-303973
1.3115384615384615,-280801
1.3134615384615385,-259556
1.3153846153846154,-228417
1.3173076923076923,-187357
1.3192307692307692,-146902
1.3211538461538461,-116343
1.323076923076923,-93302
1.325,-73549
1.3269230769230769,-64076
1.3288461538461538,-61420
1.3307692307692307,-48954
1.3326923076923076,-26161
1.3346153846153845,-10926
1.3365384615384615,-15370
1.3384615384615384,-32657
1.3403846153846153,-43945
1.3423076923076922,-41907
1.3442307692307693,-36282
1.3461538461538463,-33635
1.3480769230769232,-35468
1.35,-44180
1.351923076923077,-55708
1.353846153846154,-59971
1.3557692307692308,-50538
1.3576923076923078,-27968
1.3596153846153847,-220
1.3615384615384616,16959
1.3634615384615385,15763
1.3653846153846154,4979
1.3673076923076923,-7656
1.3692307692307693,-16703
1.3711538461538462,-19508
1.373076923076923,-21056
1.375,-20521
1.376923076923077,-12771
1.3788461538461538,146
1.3807692307692307,3929
1.3826923076923077,-8213
1.3846153846153846,-16648
1.3865384615384615,-6857
1.3884615384615384,9489
1.3903846153846153,16116
1.3923076923076922,11057
1.3942307692307692,4207
1.396153846153846,2346
1.398076923076923,4216
1.4,3923
1.4019230769230768,-1745
1.4038461538461537,-2607
1.4057692307692307,9296
1.4076923076923078,23911
1.4096153846153847,25944
1.4115384615384616,10739
1.4134615384615385,-9932
1.4153846153846155,-21028
1.4173076923076924,-15113
1.4192307692307693,5472
1.4211538461538462,22303
1.4230769230769231,17406
1.425,6444
1.426923076923077,15416
1.4288461538461539,32961
1.4307692307692308,37787
1.4326923076923077,33522
1.4346153846153846,29752
1.4365384615384615,27583
1.4384615384615385,25014
1.4403846153846154,23476
1.4423076923076923,27945
1.4442307692307692,32648
1.4461538461538461,28796
1.448076923076923,23509
1.45,19276
1.4519230769230769,16103
1.4538461538461538,23133
1.4557692307692307,34337
1.4576923076923076,37060
1.4596153846153845,35506
1.4615384615384615,39001
1.4634615384615384,42681
1.4653846153846153,38608
1.4673076923076922,36527
1.4692307692307693,41684
1.4711538461538463,45325
1.4730769230769232,50836
1.475,59258
1.476923076923077,60265
1.478846153846154,57354
1.4807692307692308,61546
1.4826923076923078,69177
1.4846153846153847,72246
1.4865384615384616,77178
1.4884615384615385,90420
1.4903846153846154,101953
1.4923076923076923,104506
1.4942307692307693,107735
1.4961538461538462,117692
1.498076923076923,125991
1.5,124619
1.501923076923077,117163
1.5038461538461538,114653
1.5057692307692307,126084
1.5076923076923077,144090
1.5096153846153846,148909
1.5115384615384615,142894
1.5134615384615384,140838
1.5153846153846153,143211
1.5173076923076922,148124
1.5192307692307692,152538
1.521153846153846,148616
1.523076923076923,138606
1.525,137333
1.5269230769230768,145257
1.5288461538461537,151710
1.5307692307692307,157196
1.5326923076923078,155740
1.5346153846153847,140640
1.5365384615384616,130328
1.5384615384615385,141268
1.5403846153846155,160758
1.5423076923076924,164807
1.5442307692307693,148785
1.5461538461538462,126600
1.5480769230769231,101536
1.55,74487
1.551923076923077,58075
1.5538461538461539,53704
1.5557692307692308,47911
1.5576923076923077,33330
1.5596153846153846,14928
1.5615384615384615,-4703
1.5634615384615385,-24439
1.5653846153846154,-35265
1.5673076923076923,-33620
1.5692307692307692,-30929
1.5711538461538461,-43308
1.573076923076923,-73000
1.575,-108563
1.5769230769230769,-134428
1.5788461538461538,-140598
1.5807692307692307,-138693
1.5826923076923076,-150408
1.5846153846153845,-173256
1.5865384615384615,-184051
1.5884615384615384,-181665
1.5903846153846153,-184066
1.5923076923076922,-190177
1.5942307692307693,-189832
1.5961538461538463,-185051
1.5980769230769232,-181755
1.6,-186420
1.601923076923077,-202476
1.603846153846154,-218146
1.6057692307692308,-218673
1.6076923076923078,-208025
1.6096153846153847,-200490
1.6115384615384616,-199388
1.6134615384615385,-204358
1.6153846153846154,-216890
1.6173076923076923,-224128
1.6192307692307693,-214482
1.6211538461538462,-198729
1.623076923076923,-192027
1.625,-196154
1.626923076923077,-203903
1.6288461538461538,-208158
1.6307692307692307,-207587
1.6326923076923077,-203268
1.6346153846153846,-195947
1.6365384615384615,-187311
1.6384615384615384,-178590
1.6403846153846153,-173582
1.6423076923076922,-176471
1.6442307692307692,-182738
1.646153846153846,-181487
1.648076923076923,-175778
1.65,-176518
1.6519230769230768,-176200
1.6538461538461537,-169840
1.6557692307692307,-171325
1.6576923076923078,-178739
1.6596153846153847,-173634
1.6615384615384616,-154142
1.6634615384615385,-137874
1.6653846153846155,-140800
1.6673076923076924,-152331
1.6692307692307693,-154443
1.6711538461538462,-153077
1.6730769230769231,-152504
1.675,-142953
1.676923076923077,-131890
1.6788461538461539,-137442
1.6807692307692308,-154087
1.6826923076923077,-161031
1.6846153846153846,-150446
1.6865384615384615,-132092
1.6884615384615385,-122984
1.6903846153846154,-125865
1.6923076923076923,-131024
1.6942307692307692,-138410
1.6961538461538461,-149004
1.698076923076923,-156089
1.7,-155566
1.7019230769230769,-146772
1.7038461538461538,-130427
1.7057692307692307,-116869
1.7076923076923076,-116518
1.7096153846153845,-122504
1.7115384615384615,-121598
1.7134615384615384,-117705
1.7153846153846153,-124351
1.7173076923076922,-130372
1.7192307692307693,-119301
1.7211538461538463,-106240
1.7230769230769232,-110021
1.725,-123539
1.726923076923077,-133289
1.728846153846154,-135376
1.7307692307692308,-123087
1.7326923076923078,-97494
1.7346153846153847,-79661
1.7365384615384616,-80906
1.7384615384615385,-87180
1.7403846153846154,-91665
1.7423076923076923,-99950
1.7442307692307693,-102190
1.7461538461538462,-90321
1.748076923076923,-77872
1.75,-79050
1.751923076923077,-90855
1.7538461538461538,-100610
1.7557692307692307,-103029
1.7576923076923077,-96868
1.7596153846153846,-84846
1.7615384615384615,-78462
1.7634615384615384,-78402
1.7653846153846153,-80008
1.7673076923076922,-84104
1.7692307692307692,-85246
1.771153846153846,-80527
1.773076923076923,-72225
1.775,-62199
1.7769230769230768,-57215
1.7788461538461537,-62146
1.7807692307692307,-72813
1.7826923076923078,-80383
1.7846153846153847,-80773
1.7865384615384616,-75117
1.7884615384615385,-62039
1.7903846153846155,-43456
1.7923076923076924,-31078
1.7942307692307693,-30532
1.7961538461538462,-36870
1.7980769230769231,-50834
1.8,-64572
1.801923076923077,-57283
1.8038461538461539,-37533
1.8057692307692308,-29042
1.8076923076923077,-27278
1.8096153846153846,-29955
1.8115384615384615,-41589
1.8134615384615385,-45130
1.8153846153846154,-36179
1.8173076923076923,-33181
1.8192307692307692,-33736
1.8211538461538461,-23960
1.823076923076923,-9070
1.825,-2209
1.8269230769230769,-9817
1.8288461538461538,-26425
1.8307692307692307,-40832
1.8326923076923076,-42086
1.8346153846153845,-24812
1.8365384615384615,-4538
1.8384615384615384,1782
1.8403846153846153,-2039
1.8423076923076922,-9036
1.8442307692307693,-20930
1.8461538461538463,-36502
1.8480769230769232,-40752
1.85,-25369
1.851923076923077,-1893
1.853846153846154,11637
1.8557692307692308,7736
1.8576923076923078,-2397
1.8596153846153847,-10511
1.8615384615384616,-14572
1.8634615384615385,-7473
1.8653846153846154,4497
1.8673076923076923,4664
1.8692307692307693,-6605
1.8711538461538462,-12885
1.873076923076923,-4617
1.875,2921
1.876923076923077,-6208
1.8788461538461538,-7939
1.8807692307692307,17475
1.8826923076923077,38707
1.8846153846153846,35173
1.8865384615384615,23062
1.8884615384615384,17296
1.8903846153846153,18726
1.8923076923076922,18074
1.8942307692307692,19811
1.896153846153846,33386
1.898076923076923,44150
1.9,37540
1.9019230769230768,20549
1.9038461538461537,7993
1.9057692307692307,8606
1.9076923076923078,15975
1.9096153846153847,22593
1.9115384615384616,29827
1.9134615384615385,35503
1.9153846153846155,36887
1.9173076923076924,36477
1.9192307692307693,36169
1.9211538461538462,35113
1.9230769230769231,37071
1.925,44969
1.926923076923077,50382
1.9288461538461539,45470
1.9307692307692308,35855
1.9326923076923077,27000
1.9346153846153846,16872
1.9365384615384615,13159
1.9384615384615385,23727
1.9403846153846154,45048
1.9423076923076923,73763
1.9442307692307692,103069
1.9461538461538461,122833
1.948076923076923,125502
1.95,114865
1.9519230769230769,108213
1.9538461538461538,114484
1.9557692307692307,127266
1.9576923076923076,138779
1.9596153846153845,143567
1.9615384615384615,138695
1.9634615384615384,127759
1.9653846153846153,117474
1.9673076923076922,113212
1.9692307692307693,114553
1.9711538461538463,119592
1.9730769230769232,129523
1.975,139316
1.976923076923077,141922
1.978846153846154,138747
1.9807692307692308,135098
1.9826923076923078,136403
1.9846153846153847,144210
1.9865384615384616,154950
1.9884615384615385,163298
1.9903846153846154,169534
1.9923076923076923,178284
1.9942307692307693,184928
1.9961538461538462,182359
1.998076923076923,170555
2.0,154991
2.001923076923077,142344
2.003846153846154,137178
2.0057692307692307,146919
2.0076923076923077,167405
2.0096153846153846,172886
2.0115384615384615,153648
2.0134615384615384,130401
2.0153846153846153,118244
2.0173076923076922,113175
2.019230769230769,107652
2.021153846153846,98988
2.023076923076923,90679
2.025,82157
2.026923076923077,69638
2.0288461538461537,58841
2.0307692307692307,54363
2.0326923076923076,53498
2.0346153846153845,55206
2.0365384615384614,65345
2.0384615384615383,84972
2.0403846153846152,98667
2.042307692307692,96059
2.044230769230769,87036
2.046153846153846,83290
2.048076923076923,79249
2.05,61005
2.0519230769230767,41226
2.0538461538461537,44244
2.0557692307692306,56203
2.0576923076923075,53382
2.0596153846153844,42838
2.0615384615384613,37545
2.0634615384615387,37441
2.0653846153846156,43932
2.0673076923076925,58430
2.0692307692307694,73478
2.0711538461538463,87690
2.0730769230769233,98901
2.075,98783
2.076923076923077,93006
2.078846153846154,94921
2.080769230769231,111716
2.082692307692308,139261
2.0846153846153848,168563
2.0865384615384617,201013
2.0884615384615386,244134
2.0903846153846155,293222
2.0923076923076924,338066
2.0942307692307693,387115
2.0961538461538463,449741
2.098076923076923,508984
2.1,538541
2.101923076923077,533975
2.103846153846154,506393
2.105769230769231,460998
2.1076923076923078,391643
2.1096153846153847,292646
2.1115384615384616,180592
2.1134615384615385,75015
2.1153846153846154,-18461
2.1173076923076923,-91786
2.1192307692307693,-144834
2.121153846153846,-184699
2.123076923076923,-206107
2.125,-207832
2.126923076923077,-192108
2.128846153846154,-155414
2.1307692307692307,-114492
2.1326923076923077,-93027
2.1346153846153846,-84214
2.1365384615384615,-66164
2.1384615384615384,-40212
2.1403846153846153,-24697
2.1423076923076922,-23164
2.144230769230769,-25255
2.146153846153846,-19468
2.148076923076923,370
2.15,25515
2.151923076923077,37329
2.1538461538461537,29063
2.1557692307692307,13953
2.1576923076923076,10763
2.1596153846153845,20538
2.1615384615384614,23510
2.1634615384615383,11997
2.1653846153846152,525
2.167307692307692,1818
2.169230769230769,13032
2.171153846153846,21819
2.173076923076923,24994
2.175,24777
2.1769230769230767,22905
2.1788461538461537,28238
2.1807692307692306,35385
2.1826923076923075,24263
2.1846153846153844,6033
2.1865384615384613,8362
2.1884615384615387,26530
2.1903846153846156,36086
2.1923076923076925,28297
2.1942307692307694,17320
2.1961538461538463,10458
2.1980769230769233,2468
2.2,-1691
2.201923076923077,6629
2.203846153846154,21530
2.205769230769231,25150
2.207692307692308,15743
2.2096153846153848,12090
2.2115384615384617,14632
2.2134615384615386,7705
2.2153846153846155,-1033
2.2173076923076924,11427
2.2192307692307693,41308
2.2211538461538463,52762
2.223076923076923,32616
2.225,5926
2.226923076923077,-4505
2.228846153846154,4040
2.230769230769231,16167
2.2326923076923078,18318
2.2346153846153847,9728
2.2365384615384616,-3278
2.2384615384615385,-9588
2.2403846153846154,-6050
